category,Deal_of_day,best_seller,title,description,price,original-price,review,No_of_review,id,sponsered,prime_tag,start_url
shoe,,,Centrino,Men Sneakers,779,"2,299",4.2 out of 5 stars,35,PDQLH,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Amazon Brand - Symactive,Mens Men Running Shoe,749,"2,199",4.1 out of 5 stars,7,3DTBL,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Centrino,mens 4606 Casual - Men's Shoes,829,"2,499",4.0 out of 5 stars,143,1D5XN,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Amazon Brand - Symactive,Men's Walking Shoe,699,"2,499",4.0 out of 5 stars,"1,542",TSD7X,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Amazon Brand - Symactive,Mens Men Running Shoe Black Mesh Running Shoe_6_ (SYM-FW-CL-003),749,"2,299",4.4 out of 5 stars,3,3DTZC,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Campus,Men's King PRO Full BLKRunning Shoes,824,"1,099",4.3 out of 5 stars,22,RBGB5,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,BATA,Men's Sa 05 Formal Shoes,769,999,4.0 out of 5 stars,"3,309",PDLB6,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Bourge,Men's Loire-z1 Running Shoes,709,"1,499",4.1 out of 5 stars,"17,348",LFBWY,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Axter,"Men-9064 Grey Top Best Rates,Sports Shoes,Running Shoes,Trekking Shoes, Comfortable for Men's",231,499,2.8 out of 5 stars,230,36DHF,TRUE,,https://www.amazon.in/s?k=shoe
shoe,,,Allen Cooper,"Allen Cooper 1008 Hi-Ankle Safety Shoe with Socks, Size-10 UK, Black-Grey","1,315","2,225",4.1 out of 5 stars,920,3V4EF,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Centrino,Men Formal Shoe,749,"2,199",3.9 out of 5 stars,"9,953",QTSF2,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Liberty,Prefect Black Kids School Shoes,249,425,3.8 out of 5 stars,220,GXRRK,TRUE,,https://www.amazon.in/s?k=shoe
shoe,,,Adidas,Men's Quickflow M Running Shoe,"2,127","3,999",3.8 out of 5 stars,34,4P3JH,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,ASIAN,"Men's Rider-01 Running,Sports,Walking,Casual Shoes ForBoy's","1,198","1,999",3.7 out of 5 stars,"4,639",PKGQ5,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Campus,Men's Rodeo PRO Running Shoes,849,"1,299",4.0 out of 5 stars,36,RPGL8,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Allen Cooper,"Allen Cooper 1156 Men's Safety Shoe, Size-8 UK, Grey (1 Pair Free Socks)","1,999","2,525",4.1 out of 5 stars,"2,020",3V4E7,TRUE,,https://www.amazon.in/s?k=shoe
shoe,,,ASIAN,"Men's Bouncer-01 Sports,Walking,Gym,Training,Running Shoes",499,999,3.7 out of 5 stars,"9,434",H12NB,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Campus,Men's S-Cross PRO BLKRunning Shoes,766,"1,099",4.0 out of 5 stars,22,RBFDC,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,ASIAN,"Men's Creta-12 Running,Sports,Walking Shoes",698,"1,299",3.8 out of 5 stars,"8,581",6SPCG,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,HILLSON,Hillson Workout Dual Density Black PVC Safety Shoe (Size-8 UK),639,750,4.0 out of 5 stars,270,6QZLN,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,FLITE,Men Shoes,249,,3.6 out of 5 stars,"3,541",DRRSH,TRUE,,https://www.amazon.in/s?k=shoe
shoe,,,JointlyCreating,Mens Casual Mesh Walking Shoes Outdoor Sport Sneakers,"6,325",,3.8 out of 5 stars,"1,225",H3WQK,TRUE,,https://www.amazon.in/s?k=shoe
shoe,,,MILLAT MARBLE,"Men Sport Shoes, Casual Shoes, Best Shoes",599,999,,,VKMNJ,TRUE,,https://www.amazon.in/s?k=shoe
shoe,,,Generic,Trigun Fashion Shoes Men Lightweight Walking Footwear Sports Shoes,799,970,,,WVCFJ,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,URBAN SHOES,"Men's Running Shoe Sports Shoes, Without lace Slip on Shoes",799,"1,999",,,WK8VV,TRUE,,https://www.amazon.in/s?k=shoe
shoe,,,Nivia,"Aviator 102705 Football Futsal Shoes, UK",289,859,4.0 out of 5 stars,715,JJ75G,TRUE,,https://www.amazon.in/s?k=shoe
shoe,,,Campus,Women's Zoe Plus Casual Shoes,436,649,3.8 out of 5 stars,199,W8HBV,TRUE,,https://www.amazon.in/s?k=shoe
shoe,,,DSC,Zooter Cricket Shoe for Men and Boys,849,,3.9 out of 5 stars,"1,648",PWKR7,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,TYING,Men's Trendy & Stylish (9273) Black & Sports Sneakers Running Shoes,259,998,2.8 out of 5 stars,"1,149",JM3NM,TRUE,,https://www.amazon.in/s?k=shoe
shoe,,,Nivia,Super Court Badminton Shoe,"1,439","1,499",4.1 out of 5 stars,498,KHJU0,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Nike,Mens Revolution 2 MSL Running Shoe,"1,719","3,295",3.9 out of 5 stars,36,M3186,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,ASIAN,"Men's Velocity-01 Sports,Casual,Walking,Running,Gym Shoes",598,999,3.8 out of 5 stars,351,G1KWJ,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Allen Cooper,"Allen Cooper 1156 Men's Buff Suede Leather with Black Cordura Safety Shoe, Size-9 UK, Grey (1 Pair Free Socks)","1,510","2,425",4.1 out of 5 stars,"1,393",3V4EC,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Campus,Men's ROC PRO L.Gry/R.Slate Running Shoes -8 UK/India,970,"1,599",4.2 out of 5 stars,42,R3YDF,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Campus,Women's Jessica BLK/Rani Running Shoes,695,"1,049",5.0 out of 5 stars,1,PRHM9,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,DSC,mens Belter Shoes Cricket Footwear,778,849,4.0 out of 5 stars,160,M8NXF,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,TYNOR,"Tynor Cast Shoe Rocker Sole, Grey, Large, 1 Unit",350,620,3.8 out of 5 stars,393,I99H0,TRUE,,https://www.amazon.in/s?k=shoe
shoe,,,Kraasa,Men's Running Shoe,399,999,3.6 out of 5 stars,"5,494",D7TD7,TRUE,,https://www.amazon.in/s?k=shoe
shoe,,,Campus,Men's MAGNITE Running Shoes,803,"1,299",4.2 out of 5 stars,31,M3GL2,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Puma,Women's Harper WN's Idp Running Shoe,"1,689","3,999",4.5 out of 5 stars,4,RGCQ9,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Skechers,Men's Go Walk Evolution Ultra-Inter Walking Shoes,"3,595","5,799",4.3 out of 5 stars,333,M5RPG,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Tiger,"Tiger Black Lorex Safety Shoes, 8 Inch",990,"1,240",4.0 out of 5 stars,"3,781",CJEDK,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,ASIAN,Popcorn-02 Running Shoes for Men I Sport Shoes for Boys with Beads Technology Sole for Extra Jump I Memory Foam Insole Running Shoes for Men,"1,099","1,999",3.8 out of 5 stars,733,DSDFP,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Hush Puppies,Men's Hpo2 Flex Black Leather Formal Shoes-8 UK (41 EU) (8246503080_8246503),"2,249","2,999",4.0 out of 5 stars,287,C9TGZ,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Campus,Mens Street-Run Running Shoes,"1,439","1,799",4.0 out of 5 stars,702,VS3GJ,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,BATA,Men's Boss-sail Uniform Dress Shoe,884,999,4.1 out of 5 stars,129,LVC1K,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,DSC,Unisex Jaffa 22 Cricket Shoes,"1,910","1,990",4.2 out of 5 stars,456,G6D3F,TRUE,,https://www.amazon.in/s?k=shoe
shoe,,,ASIAN,Women's Running & Walking Shoe,486,649,3.9 out of 5 stars,"5,835",2M6P4,TRUE,,https://www.amazon.in/s?k=shoe
shoe,,,Nivia,Badminton Flash Shoes,999,"1,069",4.0 out of 5 stars,"4,682",8NVFF,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Tiger,"Tiger Men's Leather Leopard High Ankle with Steel Toe Safety Shoes (Black, Size 9 UK )",989,994,4.0 out of 5 stars,"3,114",G8D62,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Adidas,Men's Alliver M Leather Running Shoe,"1,544","2,499",4.3 out of 5 stars,6,SF1BF,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Power,Mens Lionel Running Shoes,699,999,3.9 out of 5 stars,632,SCZ1D,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
shoe,,,Puma,Puma,"3,149","6,999",4.2 out of 5 stars,116,L5ZM3,TRUE,Amazon Prime,https://www.amazon.in/s?k=shoe
